sentence_id,text,target,polarity,label
461,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,positive,2
461,Friendly staff that actually lets you enjoy your meal and the company you're with.,meal,positive,2
539,The restaurant is rather small but we were lucky to get a table quickly.,table,positive,2
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",Quality of food,positive,2
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",price,positive,2
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",pork,positive,2
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",fish,positive,2
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",chicken,positive,2
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",lamb,positive,2
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",vegetables,positive,2
2225,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",seating,negative,0
2225,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",place,negative,0
1056,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,appetizing,positive,2
1056,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,price,positive,2
3582,"But, they were too big for the bun.",bun,neutral,1
2708,"The food is fresh, delicious, and reasonably priced.",food,positive,2
2708,"The food is fresh, delicious, and reasonably priced.",priced,positive,2
275,Raga stands out with an interesting fusion of French and Indian cooking.,fusion of French and Indian cooking,positive,2
2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake,negative,0
2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,negative,0
2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",egg custards,negative,0
2152,The bagels are fabulous.,bagels,positive,2
191,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seating in the garden,neutral,1
191,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seats,neutral,1
3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,positive,2
3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,positive,2
3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,neutral,1
3681,"The food was very good, a great deal, and the place its self was great.",food,positive,2
3681,"The food was very good, a great deal, and the place its self was great.",place,positive,2
3462,A great choice at any cost and a great deal.,cost,positive,2
1865,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",pre-theatre 3-course dinner,neutral,1
1865,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",wine flight,neutral,1
1293,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,negative,0
818,The place itself is beautiful the bar scene seems to be happening.,place,positive,2
818,The place itself is beautiful the bar scene seems to be happening.,bar scene,positive,2
2893,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",staff,positive,2
3170,"Good spreads, great beverage selections and bagels really tasty.",spreads,positive,2
3170,"Good spreads, great beverage selections and bagels really tasty.",beverage selections,positive,2
3170,"Good spreads, great beverage selections and bagels really tasty.",bagels,positive,2
451,"Also, top the meal with a delicious and perfect slice of tiramisu.",tiramisu,positive,2
451,"Also, top the meal with a delicious and perfect slice of tiramisu.",meal,neutral,1
119,Check out the secret back room.,secret back room,positive,2
2817,"It's also attached to Angel's Share, which is a cool, more romantic bar...",bar,positive,2
2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",food,positive,2
2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",service,positive,2
2883,Stick to the gulab jamun.,gulab jamun,positive,2
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,meal,positive,2
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,room,positive,2
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,pig feet ginger simmered in black vinegar,positive,2
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,desserts with frog jelly,positive,2
193,The food is great and reasonably priced.,food,positive,2
193,The food is great and reasonably priced.,priced,positive,2
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",round tables,positive,2
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Taiwanese,positive,2
3424,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,positive,2
1707,"It is the type of place to run into old friends and have a late, raucus dinner.",dinner,positive,2
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,positive,2
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",dishes,positive,2
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",specials,positive,2
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular menu-fare,positive,2
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh tomato sauce,positive,2
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh mozz cheese,positive,2
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",basil,positive,2
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",dough,positive,2
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",pizza,positive,2
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",flour,positive,2
134,The food is prepared quickly and efficiently.,food,positive,2
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Indian food,positive,2
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Paneer Roll,positive,2
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,positive,2
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,plates,positive,2
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,fresh mozzerella slices,positive,2
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Plain Cheese slice,positive,2
1548,"The food is terrible and overall, I would have to say avoid at all costs.",food,negative,0
1709,"Unfortunately, the food was NOT something to get worked up about.",food,negative,0
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,positive,2
3305,I had Filet Mignon with garlic mash.,Filet Mignon with garlic mash,neutral,1
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",pre-theater menu,positive,2
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",roasted tomato soup with chevre,positive,2
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",steak frites,positive,2
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",creme brulee,positive,2
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",waitstaff,positive,2
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,positive,2
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,positive,2
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,positive,2
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",waiters,positive,2
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",diners,neutral,1
2329,The owner truly caters to all your needs.,owner,positive,2
1827,He takes real pride in his food and his business.,food,positive,2
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",meal,positive,2
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",pre-theater prix-fixe,positive,2
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",food,positive,2
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",wine,positive,2
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",dining,positive,2
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",menu,positive,2
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",fried chicken,neutral,1
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",pork chop,neutral,1
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,neutral,1
3414,I cannot imagine better Indian food in all of the city.,Indian food,positive,2
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,privacy,positive,2
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,corner booth table,positive,2
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place,positive,2
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,negative,0
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral,1
3554,"if this happens, just ask for real naan.",naan,neutral,1
3492,"Pizza is terrific, as is homemade pasta.",Pizza,positive,2
3492,"Pizza is terrific, as is homemade pasta.",homemade pasta,positive,2
2439,This is a wonderful place on all stand points especially value ofr money.,value ofr money,positive,2
3280,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,soup,positive,2
3280,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms,positive,2
3573,There are other people waiting!,waiting,negative,0
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning appetizers,positive,2
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",scallops,positive,2
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",chocolate souffle with rasberry mint sorbet,positive,2
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",taste,positive,2
2811,Consistently good Japanese Tapas.,Japanese Tapas,positive,2
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,positive,2
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,positive,2
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,positive,2
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,positive,2
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,positive,2
1702,The food is reliable and the price is moderate.,food,positive,2
1702,The food is reliable and the price is moderate.,price,neutral,1
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,positive,2
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,positive,2
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative,0
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,negative,0
628,The server was really cool and served us our food and drinks with a smile.,server,positive,2
628,The server was really cool and served us our food and drinks with a smile.,food,neutral,1
628,The server was really cool and served us our food and drinks with a smile.,drinks,neutral,1
628,The server was really cool and served us our food and drinks with a smile.,served,positive,2
3563,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,food,neutral,1
727,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",sushi,positive,2
727,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",thai food,positive,2
3144,I had to share my table with a loud group of kids and the service was rude an unattentive.,service,negative,0
3144,I had to share my table with a loud group of kids and the service was rude an unattentive.,table,negative,0
2120,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,positive,2
1868,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",mesclun,positive,2
1868,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",salmon,positive,2
1868,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",ice cream,positive,2
1868,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",courses,positive,2
2205,The food is usually good but it certainly isn't a relaxing place to go.,food,positive,2
2205,The food is usually good but it certainly isn't a relaxing place to go.,place,negative,0
1632,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,positive,2
1961,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",service,neutral,1
710,"It's not mind-blowing, but to me, thai food never is and never will be.",thai food,neutral,1
911,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,positive,2
911,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,negative,0
911,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",fat,negative,0
2903,"i've been to sapphire twice and both times the food was fine, if not good.",food,positive,2
1887,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,tables,negative,0
1887,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,dinner,positive,2
1887,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,place,positive,2
1273,I love the fact that the pizza tastes so good and is so cheap.,pizza,positive,2
590,Nicky the Nose at the bar is a treat.,bar,neutral,1
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lamb chop,positive,2
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",salads,positive,2
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lemon,positive,2
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",extra virgnin olive oil,positive,2
339,The sushi was awful!,sushi,negative,0
2487,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,meal,positive,2
2487,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,dishes,positive,2
499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",Pastrami sandwich,positive,2
499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",beer,positive,2
499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pickles,positive,2
2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,plain pizza,negative,0
2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,truffle oil,neutral,1
2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,wild mushroom(third generation-Fornini) pizza,positive,2
3701,"Late nite omelletes are not good here, there is no variety!",omelletes,negative,0
3050,"After all that, they complained to me about the small tip.",tip,negative,0
1185,It's a great place to pick up a cheap lunch or dinner.,lunch,positive,2
1185,It's a great place to pick up a cheap lunch or dinner.,dinner,positive,2
1555,"Behind this counter, two men are squeezed in.",counter,negative,0
1032,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish,positive,2
1032,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,positive,2
1032,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",Sushi fix,positive,2
1124,"Our waitress was sweet and accomodating, not overbearing.",waitress,positive,2
1690,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food,negative,0
1780,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,negative,0
1780,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",food art,positive,2
742,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,positive,2
1471,"A large is $20, and toppings are about $3 each.",toppings,neutral,1
3352,brick oven gallery is My pick for best pizza restaurant anywhere.,pizza,positive,2
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive,2
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive,2
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,positive,2
2157,"Growing up in NY, I have eaten my share of bagels.",bagels,neutral,1
3018,"Oh, don't even let me start with how expensive the bills were!",bills,negative,0
257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,neutral,1
257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,neutral,1
3292,Service is top notch.,Service,positive,2
3343,The food now is inconsistent.,food,negative,0
3135,"You can also special order any kind of dumpling,etc.",dumpling,positive,2
2018,I was pretty much full after our fondue appetizer.,fondue appetizer,neutral,1
3551,BE CAREFUL before you request extra spice.,spice,neutral,1
2355,The octopus eaters were floored by the Octopus salad.,Octopus salad,positive,2
2317,I started out with a Bombay beer which was big enough for two.,Bombay beer,positive,2
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,positive,2
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",dining hall,positive,2
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,positive,2
1057,Drawbacks: service is slow and they don't toast!,service,negative,0
2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,sweet lassi,positive,2
2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,lamb chettinad,positive,2
2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,garlic naan,positive,2
2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai,negative,0
1656,The spicy tuna and salmon are the best we've ever had.,spicy tuna,positive,2
1656,The spicy tuna and salmon are the best we've ever had.,salmon,positive,2
3440,"Even though its good seafood, the prices are too high.",seafood,positive,2
3440,"Even though its good seafood, the prices are too high.",prices,negative,0
870,"In addition, the food is very good and the prices are reasonable.",food,positive,2
870,"In addition, the food is very good and the prices are reasonable.",prices,positive,2
2986,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",owners,positive,2
2986,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",hosts,positive,2
284,Been going here since it opened have seen the quality value decrease considerably.,quality value,negative,0
3418,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",Meat dishes,neutral,1
3418,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",vegetarian-friendly choices,positive,2
83,Reasonable prices.,prices,positive,2
2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,amuse bouche,positive,2
2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,dessert,positive,2
2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,tables,positive,2
2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,positive,2
2141,"Try the crunchy tuna, it is to die for.",crunchy tuna,positive,2
1854,It won't break the bank but I also wouldnt come back for the food.,food,negative,0
396,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",sushi,positive,2
614,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,live entertainment,positive,2
614,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,special effects,positive,2
3012,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,positive,2
3012,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,positive,2
2621,"No refills on fountain drinks, though.",fountain drinks,negative,0
605,Wow over 100 beers to choose from.,beers,positive,2
2017,Be careful of portions - they're HUGE.,portions,positive,2
2974,"The Steak Tartare is a great bet, they fix it for you at the table.",Steak Tartare,positive,2
2456,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,Crab Croquette apt,negative,0
25,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,waiter,positive,2
3383,"Plus, on Wednesday nights the house wine is unlimited!",house wine,positive,2
2522,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread,negative,0
2386,The dim sum servings here are a bit larger than I'm used to.,dim sum servings,neutral,1
3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",management,neutral,1
3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",door,positive,2
3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",glass front,negative,0
717,We won't go to this place again for a good meal.,meal,negative,0
1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dance floor,positive,2
1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dinner,neutral,1
3547,Taj Mahal offeres gret value and great food.,value,positive,2
3547,Taj Mahal offeres gret value and great food.,food,positive,2
792,Has the chef and owner changed???,chef,neutral,1
792,Has the chef and owner changed???,owner,neutral,1
2015,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,dinner,positive,2
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacon,negative,0
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",platter,negative,0
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",in sandwiches,negative,0
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",frying,negative,0
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacos,negative,0
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",Pizza,positive,2
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",crust,positive,2
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,positive,2
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",toppings,neutral,1
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",bread,positive,2
1377,"I found it on a cold night, the perfect spot to warm up.",spot,positive,2
1439,They even have a section in the menu called American Chinese food!,menu,negative,0
1439,They even have a section in the menu called American Chinese food!,American Chinese food,negative,0
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",Service,positive,2
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",beef carpaachio,positive,2
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",pasta,positive,2
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",portion,positive,2
370,kalbi and nebbiolo do work together.,kalbi,neutral,1
370,kalbi and nebbiolo do work together.,nebbiolo,neutral,1
599,"Best Italian food I ever had (and being Italian, that means alot).",Italian food,positive,2
803,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,Italian food,positive,2
1750,Located at the end of a magnificent block.,Located,positive,2
847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal,positive,2
847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",room,neutral,1
847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",clubhouse,negative,0
1007,They don't walk around with the trays of Dim Sum.,trays of Dim Sum,neutral,1
1161,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bar,positive,2
1161,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bartenders,positive,2
3123,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,neutral,1
3123,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,negative,0
3123,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,neutral,1
3405,I really loved the different and inovated touch that's the cheff gives to the food.,cheff,positive,2
3405,I really loved the different and inovated touch that's the cheff gives to the food.,food,positive,2
3702,They came out over cooked and the cheese was almost non existant.,cheese,negative,0
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",tuna tartare,positive,2
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",sake,positive,2
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",mushroom ravioli,positive,2
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",pinot noir,positive,2
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",chocolate sampler,positive,2
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",dessert wine,positive,2
2570,On a hot day it was fabulous to stop in and enjoy lunch.,lunch,positive,2
280,The food is delicious and beautifully prepared along with the friendly and personable service.,food,positive,2
280,The food is delicious and beautifully prepared along with the friendly and personable service.,service,positive,2
1021,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,lines,negative,0
1021,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,crowds,negative,0
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",waiter,negative,0
