source_year,domain,sentence_id,text,target,polarity
custom,custom,828,Burgers are good but too expensive and the bacon is overkill.,Burgers,positive
custom,custom,1073,"Make sure you go with the ""Full Service"" for $19 if you've got rubber all-weather mats! They rinse them back to factory condition!",Full Service,positive
custom,custom,311,Mama's Lasagna... Magnifico ;-),Mama's Lasagna,positive
custom,custom,68,Like the surf and turf (better meat to bread ratio) and good fries,surf and turf,positive
custom,custom,1690,"Pub atmosphere, big screen playing sports with bar off to the side. Good varied menu.",big screen,neutral
custom,custom,388,Get the mojito - or the caipirinhas or the guacamole and chips. Or all three!,guacamole and chips,positive
custom,custom,897,"Great service, great atmosphere! Thanks Corey, and Monk!",Monk,neutral
custom,custom,1778,Dollar taco night. Totally don't feel guilty after doing both weights and running today.,taco night,positive
custom,custom,1752,"Wednesdays is $4 pints, bottles, highballs & half price wings :)",pints,positive
custom,custom,1711,Amazing food!! Probably the best shrimp and scallop I've had in edmonton!! Plus they have fresh halibut flown in daily all summer that is to die for!!,shrimp and scallop,positive
custom,custom,1595,"Service was good, ramen broth could've been more flavorful. Like the decor.",decor,positive
custom,custom,1219,Awesome selection of beer & a cozy setting!,setting,positive
custom,custom,1145,The food and service were incredible. We will be back!,food,positive
custom,custom,1592,I didn't notice the drive-through yesterday. Snaps!,drive-through,neutral
custom,custom,1057,Very good customer service and good prices on bait and fresh fish.,bait and fresh fish,positive
custom,custom,1002,Free birthday pizza!,pizza,neutral
custom,custom,1609,"Be sure to ask about ""The Staff Meal"" at market price... Changes everyday! Chef Concepts that may one day make it to the menu! Be sure to give feed back!",feed back,positive
custom,custom,1807,Tacos have parm on the outside of them..my fav way!,Tacos,positive
custom,custom,1623,Go earlier in the day for a variety of macaroon flavors!,macaroon flavors,neutral
custom,custom,795,Happy Hour was great! Nice small plates - sweet potato manchego croquettes delicious as were the grilled shrimp. Service was very friendly and accommodating!,small plates,positive
custom,custom,1687,Didnt find the staff to be very fair.,staff,negative
custom,custom,1624,Chicken tenders were dry fries were good I'll try again it seems rather hit or miss the presentation was pretty good though,fries,positive
custom,custom,1597,Scallion pancake $3.99; pot roast pork w/ rice $5.29,Scallion pancake,neutral
custom,custom,607,Don't use their mobile APP I was told it doesn't work at this restaurant by one of their managers after I placed an order and called them,mobile APP,negative
custom,custom,978,"Ginger beard hosts a Saturday morning run club. We run then stick around for a few coffee brews. Ask the owners for details. 

They do not serve decaf coffee.",decaf coffee,negative
custom,custom,55,"Michelob on tap. No lie. And, a very fine burger. Like your mom used to make. Only better.",Michelob on tap,positive
custom,custom,1451,"Great food, good service, don't miss the debris fries, they are the BEST!!!",debris fries,positive
custom,custom,1777,It's seat yourself!,seat yourself,neutral
custom,custom,434,"Lots of stuff for cheap. Not always the best quality, but it'll do.",cheap,positive
custom,custom,1435,$2 beer on Tuesdays,beer,neutral
custom,custom,136,Excellent fresh seafood!! Friendly staff!! Clean!! Great place for dinner.,staff,positive
custom,custom,1605,Great food & drink.Nice atmosphere. Waitress was great.Hostesses were snobby.,Hostesses,negative
custom,custom,1310,"Poor customer service! I purchased a hand full of sample tiles and waited in line behind a customer with three carts of flooring material. The customer was feeling bad for me and suggested they help me out because I had been waiting for a while with my 3 year old in the cart. The cashier said"" oh, she's ok."" I was livid! How did she know I was going to be ok? I grabbed my son and left the store. They will NOT be getting my hard earned OK money for my 2 bathroom, kitchen and patio renovation!",cashier,negative
custom,custom,1102,"Wiifi has really stinks badly here for the last week at least. It is erratic at best. If you are lucky to get on at all, it drops you before you have a chance to submit even a sentence...been using my mobile data. Said something but baristas don't seem to know much about it or don't care...not sure which...",baristas,negative
custom,custom,485,Great Indian and Thai food!,Indian,positive
custom,custom,1063,Admission fees:,Admission fees,neutral
custom,custom,499,Michelle was a great server for our large group of 20+,server,positive
custom,custom,307,"Good donuts, juicy chicken, and real friendly staff.",donuts,positive
custom,custom,483,"Very friendly staff, super affordable.",affordable,positive
custom,custom,1636,"It's closed and the phone number was given to some poor family. Based on the kind yet susinct response I received, I can only imagine how many calls they get for this closed restaurant.",response,positive
custom,custom,510,It's pretty good I think they could work on customer service and up selling! Down town Boise is where people want to spend money help us do that!! No polenta fries really it takes 10 mins to make and it is prime appetizer time!!,up selling,negative
custom,custom,75,"Good biscuits and sausage gravy, but you've got to ask for it because it isn't in the menu.",biscuits and sausage gravy,positive
custom,custom,531,We went there yesterday and I ended up with bad food poisoning today. :(,food poisoning,negative
custom,custom,39,You MUST have the popover breakfast!!,popover breakfast,positive
custom,custom,1213,Very bland pizza. The large slice is more a gimmick and not practical.,pizza,negative
custom,custom,580,"What Ntown needs is an alternative to Starbucks. Comfortable cafe, but with good coffee.",comfortable cafe,positive
custom,custom,290,Yummy vegan pizza.,vegan pizza,positive
custom,custom,1074,Steamed pork buns and sesame chicken. Must have appetizers.,appetizers,positive
custom,custom,1857,"Dinner with the lovely and her parents. Oysters, mussels and steak frites.",steak frites,neutral
custom,custom,195,"Egg nog creme caramel ""flan"" with sugar cranberries, pistachios, & nutmeg = one of he best desserts I've EVER had! - And I love dessert :-) :-)",Egg nog creme caramel flan,positive
custom,custom,1164,By far the best antipasto dish I ever ate! Salted carmel bodino is a must must must!,Salted carmel bodino,positive
custom,custom,1628,Beware as of November 2016 Chulicious is under new ownership and management!!! Please understand the CHU family is no longer involved whatsoever so the great service and delicious food that used to be is not guaranteed.,food,positive
custom,custom,354,"Done well. Good decor, great service and excellent food! Can't complain. A++

Can't beat 2/$20! One of the better Chilis around.",decor,positive
custom,custom,1282,"Mmmm, fresh OJ and cafe au lait",cafe au lait,positive
custom,custom,1619,Great little spot. Food takes a little while  to come out and the service is kind of awkward but the food is an A plus. Got the nook and cranny chicken sandwich with sweet potato fries. Chicken was tender and delicious. The fries were big wedges that were tender and flavorful. Definitely coming back and recommend,service,negative
custom,custom,897,"Great service, great atmosphere! Thanks Corey, and Monk!",service,positive
custom,custom,1511,"Valet parking is listed @ 28 $ but expect to pay more for your truck. Eric was the valet attendee and was pleasant and the help at the desk should be a little more exuberant in my opinion. (This is new orleans)                   The room is small but eloquent however is missing some functionality of fridge,  microwave and laundry services (no service on weekends)    if you are staying short term and taking public transportation this place is great for a few days.",The room,negative
custom,custom,664,Every food item is great!,food item,positive
custom,custom,1175,"Real Chicago Dogs and Italian Beef? I'm in heaven! (or at least back in Chicago...). Outdoor seating only - order at the window. But it's authentic, and worth the stop!",the stop,positive
custom,custom,1863,Best hit chicken in Nashville. No shit. !!!,hit chicken,positive
custom,custom,480,Great atmosphere and the food is decent!,food,neutral
custom,custom,1426,Sit in the Courtyard area.,Courtyard area,neutral
custom,custom,831,Sushi was okay for the price point. I would only recommend for byob+atmosphere,price point,neutral
custom,custom,73,Everything on the menu is authentic!,menu,positive
custom,custom,323,They have kumquats!!! :D,kumquats,positive
custom,custom,1755,Apple customer service sucks!,Apple customer service,negative
custom,custom,1445,Get the Burrata with apricot mostarda; so fresh and creamy...amazing!,Burrata with apricot mostarda,positive
custom,custom,1288,"Hands down...BEST frozen yogurt in tucson.  Creamy, smooth and fresh toppings.  Try the blueberry and mango together.  It's my favorite!",blueberry,positive
custom,custom,212,One question... When was the last time the Health Department inspected this place??? Kitchen looked down right filthy!,kitchen,negative
custom,custom,535,They've got Kenny G's version of My Heart Will Go On on repeat today. Still the best sushi in town!,sushi,positive
custom,custom,678,Looking forward to some good BBQ and I found IT!!!!!,BBQ,positive
custom,custom,1410,Great pizza. Fast service. Yum!,service,positive
custom,custom,1642,Try the tar tar and the gin and tonic is the best I've ever had.,tar tar,neutral
custom,custom,363,"Good southern type food, the server Sisi was very attentive, awesome service.",server Sisi,positive
custom,custom,1497,Look at the water in my room,water,neutral
custom,custom,1737,Charity is a cool art deco style building. There is really no experience like the waiting room on a weekend night.,waiting room,positive
custom,custom,1698,Good service & good chocolates ;),chocolates,positive
custom,custom,1767,"Never underestimate the power of one person messing up the whole stew checked out last review,I just Posted Good IDEA to go through reviews but also check ins they matter",check ins,neutral
custom,custom,476,Love their fire cracker roll!,fire cracker roll,positive
custom,custom,1810,"Gross









Yuck 

Soggy pancakes and runny scrambled eggs",scrambled eggs,negative
custom,custom,986,Souffle or breakfast sanwich? Now they cost the. Same and both taste delish.,breakfast sanwich,positive
custom,custom,1613,The Maitre 'd is amazing...but maybe not the food...,Maitre 'd,positive
custom,custom,1786,"Heaven! It's a bakery and ice cream shop!

Get the petit fours. Yummy!!!",ice cream shop,positive
custom,custom,1321,"Asian coleslaw: a healthy idea, but I'm not sure how many burgers it works with.",burgers,neutral
custom,custom,304,Troegs java head stout with a breakfast burrito.,breakfast burrito,neutral
custom,custom,1194,Free slice of pie with any entree on Mondays!,slice of pie,positive
custom,custom,368,Crab bisque is out of this world,Crab bisque,positive
custom,custom,1376,"Having the brisket.  Waitress, Sydney, was very nice.  Sweet tea is good here, too.",sweet tea,positive
custom,custom,569,Best tasting windows in Philly!,windows,positive
custom,custom,309,Poor service,service,negative
custom,custom,865,$4 Bloody Mary w/homemade long hot infused vodka. So good!,$4 Bloody Mary w/homemade long hot infused vodka,positive
custom,custom,469,Ugh this cocktail menu is crazy delicious looking.,cocktail menu,positive
custom,custom,1116,Happy hour all night on Thursday In the bar amazing gnocchi and tavern steak,Happy hour,positive
custom,custom,1251,"The manager doesn't seem to be in today. The service is terrible. The waiter is coughing on everything, bringing out the wrong orders and just smiling the whole time.  We've been waiting for 20 minutes for spring rolls!! Argh.",spring rolls,negative
custom,custom,959,"Watch out for the wood flooring on the way to the restrooms, it ramps up and back down again right by the end of the bar.",the restrooms,neutral
custom,custom,218,Try the in house eye of round at the deli. Sliced on the thicker side it makes a killer cold steak sandwich.,in house eye of round,positive
custom,custom,991,"Pretty good pizza, not the best service.",pizza,positive
custom,custom,880,"They're very inconsistent with water. Sometimes they give you free bottles of water (because they don't have anything else) and sometimes they give you tap water, which doesn't taste so great. I would maybe bring your own water, because the pizza is just too damn good to care about water issues.",tap water,negative
custom,custom,1278,Awesome breakfast foods - killer sausage,breakfast foods,positive
custom,custom,1374,Field Day organic apple juice is awesome! 1 gallon $6.99,1 gallon $6.99,neutral
custom,custom,202,"A good place for a casual bite, mostly 40+ crowd, somewhat overpriced.",somewhat overpriced,negative
custom,custom,930,Ordered a burrito to go.  It had great flavors but barely any meat.,flavors,positive
custom,custom,1440,It's strange to ask tourists if they want their picture taken (with their camera) and then ask for a few dollars. Right?,ask tourists if they want their picture taken,negative
custom,custom,174,Huge menu like cheesecake factory.  Beer not so great.  Double ipa not flavorful,beer,negative
custom,custom,1022,Lunch special which includes 2 classic sushi rolls and a soup or salad for $9.95 m-f 11a-2p.,soup or salad,neutral
custom,custom,436,"Great restaurant, great food made fresh to order",food made fresh to order,positive
custom,custom,1382,"Phones weren't working so I couldn't call in, but they still gave me the 10% discount. Great customer service!",customer service,positive
custom,custom,1559,"Cool spot by the waterway... Sea breezy but nice... And yeah it's an outdoor spot where you wouldn't think they'd put one, but glad they did... You can dock your boat or park your car...",spot,positive
custom,custom,925,"Persimmon gelato - good,    mojito gelato - not so good.",Persimmon gelato,positive
custom,custom,1815,Ask for lettuce and ssamjang with your Bulgogi here.,lettuce,neutral
custom,custom,1033,GREAT Chinese food at an incredibly low price!,price,positive
custom,custom,1757,The food was pretty good. Seems like a good location being right next to a bar.,food,positive
custom,custom,382,Go for the Cuban. Stay for the black beans,Cuban,positive
custom,custom,1605,Great food & drink.Nice atmosphere. Waitress was great.Hostesses were snobby.,drink,positive
custom,custom,1520,Filet Mignon and Chicken is awesome!,Filet Mignon and Chicken,positive
custom,custom,1046,Friendly hole in the wall mom and pop place. Ribs are amazing. Best cabbage I've ever had,ribs,positive
custom,custom,1674,"Food is ok, Service SUCKS!!!!! GO EARLY FOR SAINTS GAMES!!!!!",Service,negative
custom,custom,250,Strawberry lean smoothie a nice way to start the day.,Strawberry lean smoothie,positive
custom,custom,1726,"My new favorite Korean spot in town. Excellent service, great for groups and delicious fresh food! Try the dumplings, beef spring roll and beef bulgogi!",service,positive
custom,custom,444,Beautiful heirloom tomato salad - nicely done!,heirloom tomato salad,positive
custom,custom,1646,Holy hot sauce city! This place has awesome hot sauce variety.,hot sauce variety,positive
custom,custom,1087,Hamachi kama is excellent. Great value / taste / options for lunch menu (even on Saturday).,Hamachi kama,positive
custom,custom,1085,Oktoberfest & Abby Normal are back & so is football so Happy Hour is in full effect!,Happy Hour,positive
custom,custom,1209,"Friendly staff... reasonably priced...until it changes, worth the wait.",wait,positive
custom,custom,27,Hours are incorrect on Yelp. They close at 3PM on Saturdays.,hours on Yelp,negative
custom,custom,1862,Preparing for the Chili Cookoff with a cold Flying Dog draft!,Flying Dog draft,neutral
custom,custom,651,Free wifi in the lobby.,free wifi,positive
custom,custom,1751,Great and unique soup ... I normally great the veggie with a green tea . Very tasty and healthy.  Service is always friendly !!!,Service,positive
custom,custom,860,Great customer service. Great job !!!,customer service,positive
custom,custom,1621,"If you're interested in an expensive item, it might be reduced if you wait a couple weeks. Be patient, but keep an eye on it!",item,negative
custom,custom,128,Come early if you're here for happy hour. The restaurant packs up quickly!,crowded restaurant,negative
custom,custom,1846,Skip this one. 3 raw items for salad? No avocado? Rude counter person? Yeah...I'll skip it and walk a block to Hip City Veg. :p,raw items,negative
custom,custom,873,"The food at Grille 39 is amazing. Chef Phil creates the best salads, finger foods, and little sandwiches for the lunch buffet. My favorites are the crab cake sliders and homemade potato chips. The lobster bisque is so smooth and creamy....Yum. I am always pleasantly surprised with the lunch buffet.",lobster bisque,positive
custom,custom,1086,I love this bar!  They have great cocktails!  Try the Vieux Carre or the French 007.,Vieux Carre,positive
custom,custom,1181,Don't fill up on the complimentary bread!,complimentary bread,neutral
custom,custom,169,"Tried a ham ""diablo"" today and did not enjoy it. I love hot & spicy  food but the diablo really didn't work for me.
I like the theory of spicy meats and spiced up ""hot""  cheese, but spiced up with too much crushed red peppers.
In my opinion this didn't work, way too much crushed red pepper, should have taken a pic, but trust me it was way over seasoned. My eyes were tearing it was so hot , usually that's a good thing but it was all due to too much crushed red pepper.",crushed red pepper,negative
custom,custom,1183,"Staff is awesome. Prices are very good. Doctor is board certified. Specialties are Bariatrics, geriatrics and internal medicine.",Specialties,neutral
custom,custom,1157,Get there early for brunch to secure a table plus get the food before they run out.,table,neutral
custom,custom,487,Best family style Italian ever! I love the atmosphere .,atmosphere,positive
custom,custom,1541,Turkish chicken is amazing!  But they forgot my pickle,pickle,negative
custom,custom,1694,Jack's not so Crabby. Come early to avoid lunch line.,line,negative
custom,custom,1065,"Charbroiled oysters - amazing! Everything else-um, very industrial. Great service. Blackened catch, tired baked potato, flacid green beans.",green beans,negative
custom,custom,1721,That mouse incident that i'm reading about has me concerned...,mouse incident,negative
custom,custom,771,Pathetic place. Workers are terrible and the floor and counters are dirty. No draft A&W.,floor and counters,negative
custom,custom,1125,"They do schedule out a ways, so make your appointment well in advance. They do early AM appointments, which is great!",early AM appointments,positive
custom,custom,506,"Perfect place for a romantic dinner, first date and girls night out! Amazing atmosphere with award winning wine, doesn't get much better than this! Oh and a few blocks from the ocean!",amazing atmosphere,positive
custom,custom,1591,Check out the lent specials they are offering with Shrimp,Shrimp,neutral
custom,custom,885,Watch out for the combative Monday manager. Dude literally just chased some polite patrons off over his over-charging for iced tea.,Monday manager,negative
custom,custom,1454,Great gem in central tucson. Amazing sandwiches! Always a few great beers on tap.,beers on tap,positive
custom,custom,1166,"FYI meat eaters, there is no meat on the menu. I think there was one pizza with salmon, but there will be no pepperoni and chicken for this guy today.",meat,negative
custom,custom,452,I eat very spicy food but I still find these hot peppers hot. Be wary!,hot peppers,negative
custom,custom,187,"Never have a bad experience here. Fast, friendly and accurate.",accurate,positive
custom,custom,1299,"The huevos cubano is delish, and served all day in case you get a late start for breakfast! Looks like the lunch rush is at 12:30.",served all day,positive
custom,custom,755,The menu they have online has not been updated in awhile and they no longer offer some of the items listed (e.g. veggie burgers),menu,negative
custom,custom,109,The chips are way too salty.,chips,negative
custom,custom,1012,The drinks....are outstanding,drinks,positive
custom,custom,1371,Excellent chile Relleno! Decent prices too I may add.,prices,positive
custom,custom,779,"This is my favorite spot to get a chai latte. They're very child friendly, and people friendly. The barristas are knowledgeable and courteous and efficient.",child friendly,positive
custom,custom,1103,"$3.15 and a Diet Coke over chipped ice, and a container of chocolate milk for later.",chocolate milk,neutral
custom,custom,1794,Great drink specials. 2-4-1's. $1 wells,drink specials,positive
custom,custom,326,"I ate a Fish taco, and Shrimp taco and had a white Sangria to wash it all down. Oh so good!",Shrimp taco,positive
custom,custom,366,The s'more was pretty awesome!,s'more,positive
custom,custom,1599,Get the sweet potato fries. Best $3.75 of your life.,sweet potato fries,positive
custom,custom,1095,Really nice place. I love my nails. They have so many colors to choose from.,colors,positive
custom,custom,1442,They have Russian style shashlik in an Afghan owned and operated restaurant. cool!,Russian style shashlik,neutral
custom,custom,130,This a great locally owned coffee shop!,locally owned coffee shop,positive
custom,custom,1836,Turkey and roast beef,roast beef,neutral
custom,custom,1147,Spa messed up my body scrub appointment and offered later time. The later time did not work for me and they refunded the body scrub charge but still charged me the $20 day pass even though I had only used the facility for less than 30 minutes.,facility,neutral
custom,custom,433,Be sure to try their new raspberry lemonade tea cooler! So refreshing!,raspberry lemonade tea cooler,positive
custom,custom,839,Good local spot with friendly service and good pricing. Great little salad bar.,service,positive
custom,custom,1586,All you can eat sushi,sushi,neutral
custom,custom,1377,Good food decent prices.,food,positive
custom,custom,774,"Best Thai in STL, hands down. My new favorite dish, lemongrass salad with sticky rice.",Thai,positive
custom,custom,869,"Coffee and espresso available, as well as a very small area with table & chairs",Coffee,neutral
custom,custom,439,Wing eating contest in full swing. Come on down and win a yelp tee shirt!,wing eating contest,positive
custom,custom,523,Selling Circle City Sweets and Best Chocolate in Town!,Circle City Sweets,positive
custom,custom,500,"Fast service...good beer.   Enjoyed the fried pickles, steak and shrimp, and carrot cake.",fried pickles,positive
custom,custom,364,Awesome Angus Burger!!!,Angus Burger,positive
custom,custom,1120,$5.49 for an adult buffet before 4pm. Yes please!,adult buffet,positive
custom,custom,468,try the French dip & French onion soup!,French onion soup,positive
custom,custom,209,Sushi took forever to arrive. Food was ok.,food,neutral
custom,custom,788,WAY too salty!,salty,negative
custom,custom,673,Very friendly staff and professional! And cheap,cheap,positive
custom,custom,1017,Get there before 5:30pm on a weekend! Was just there Saturday again and at 5:29 the place exploded! Everything is made fresh so there can be a wait but god I love a Panzarotti!,wait,neutral
custom,custom,1814,Sweet potato fries are amazing. They have a variety of dipping sauces so definitely try more than the house sauce. Their flatbreads are amazing! A great bar for watching sports with food that isn't your typical bar food,dipping sauces,positive
custom,custom,1535,My new favorite place. Excellent and fresh with friendly staff. Two thumbs up!!,staff,positive
custom,custom,895,Green tea bubble tea & pocket sammich,Green tea bubble tea,neutral
custom,custom,320,Indiana craft beer week!,craft beer,positive
custom,custom,1509,Pepperoni and BBQ pizza.,Pepperoni and BBQ pizza,neutral
custom,custom,225,16 dollar per person walk weekdays,16 dollar per person,neutral
custom,custom,837,Order your free-range Thanksgiving Turkey now!,free-range Thanksgiving Turkey,neutral
custom,custom,1329,Limited parking in the front. There is rear parking & a DRIVE-THRU!!!!,rear parking,neutral
custom,custom,113,Chicago style awesomeness.,Chicago style,positive
custom,custom,901,Not enough staff.  Needs a serious update.,staff,negative
custom,custom,448,Try the Gruyere salad! Their Wednesday Fried Chicken must have!,Gruyere salad,positive
custom,custom,1322,"Wow, horrible horrible service from a server ironically named ""happy"" on the bill. +an owner or manager parked behind my car and blocked me!",server,negative
custom,custom,579,Come on Fridays for full pizzas! Lunch and dinner.,full pizzas,positive
custom,custom,88,Save room for dessert. It is soooooo good. You definately don't want to miss out on trying it.,dessert,positive
custom,custom,1237,"Delicious food (from fries to pasta), quaint atmosphere, super-friendly service. I'd return.",food,positive
custom,custom,1247,"Opening August 18th. ""This cheese-centric sandwich stop (reminiscent of MeltKraft) is opening their first PA location at King of Prussia. Think BLTs, burgers, and fried chicken sandwiches covered in cheese, cheese-coated tater tots, and Chocolate Truffle milkshakes on the side.""
Read more at http://www.phillymag.com/foobooz/2016/08/05/news-from-the-burbs-new-restaurants-coming-to-king-of-prussia/#jCBBJCDbpZ4hht62.99",Chocolate Truffle milkshakes,neutral
custom,custom,1731,"Beer and wine bar, meats and cheeses!",Beer and wine bar,neutral
custom,custom,1140,Get there esrly for cronuts!,cronuts,positive
custom,custom,1335,Excellent facility with top notch range balls!,facility,positive
custom,custom,245,I love the filet sliders!,filet sliders,positive
custom,custom,843,I'm told the mimosas are divine.  Food is fabulous. Servers are great.,Servers,positive
custom,custom,1519,"Very clean, organized store.  Plenty of cashiers.",cashiers,positive
custom,custom,578,Best breakfast burritos in town.....period! Machaca is best I have had.,Machaca,positive
custom,custom,1346,"Champagne Toast, Cheese & Oysters.",Champagne Toast,neutral
custom,custom,1121,Quite possibly the worst Chinese buffet ever. Food was bland and overcooked.,Chinese buffet,negative
custom,custom,1280,"Great location, small, but well appointed rooms, lots of ambient noise, good price.",rooms,neutral
custom,custom,751,Dessert: bread pudding w/whiskey sauce.. So dreamy! Looks Crazy.. Tastes amazing!,bread pudding with whiskey sauce,positive
custom,custom,1514,Good food at a fair price. Waiter was very friendly and the service was quick.,service,positive
custom,custom,1836,Turkey and roast beef,Turkey,neutral
custom,custom,648,Carnitas burrito with guacamole. I'll stick to carne asada next time.,carne asada,positive
custom,custom,770,Ham and Swiss crepe with garlic sauce is awesome!,Ham and Swiss crepe with garlic sauce,positive
custom,custom,1161,"After I posted this tip below, the owner or whoever probably related to this place send me a nasty message. Yes if you want to support people like this, go for it. They do charge the fee and people need to be aware of this. It is illegal and rude. 

=== 


Watch out for your receipt- they over charge people something called "" open food"". This is illegal and they owner shouldn't get away with this.",charge the fee,negative
custom,custom,122,"Best beets I've EVER had!! Not too ""dirty"". Citrus marinated with almonds!",beets,positive
custom,custom,1334,The gyros are amazing! You can get a small greek salad with it for a little more money. So worth it!,gyros,positive
custom,custom,105,Great food. Try the steak kabobs. Very yummy!,steak kabobs,positive
custom,custom,371,"Pre-made wraps: quick, filling, delicious!",Pre-made wraps,positive
custom,custom,1391,Slow drive thru although inside it's a bit faster service.,service,positive
custom,custom,80,Very good shanghai soup dumplings,shanghai soup dumplings,positive
custom,custom,54,Good food and great beer. Great place for friends to get together and catch up.,place for friends to get together,positive
custom,custom,1211,"I was a little disappointed in this visit. I've been here before and had a great experience. This time was not so good. The see ER seemed perturbed by our large party. No ""hello"", ""how are you"", etc. All the salads were warm. I don't know why. While the portions were generous as usual, my pasta lacked flavor and came out luke warm. The cheese cause was concealed. Cunetto's is normally fantastic. This time they missed the mark.",visit,negative
custom,custom,593,The drinks are reasonably priced (love the Bahama Mama!) Kirby was an awesome waitress. Thanks for a great experience!,priced,positive
custom,custom,1422,Must try hand drawn noodle with schezuan spicy broth (medium spice is perfect)!,hand drawn noodle,positive
custom,custom,1482,You can order anything from burgers and spaghetti to fish and chips or sushi from this diverse menu!,burgers and spaghetti,neutral
custom,custom,1105,Every Just Pop In fan needs to meet the founders at some point. Twin sisters Mandy and Carly are so enthusiastic about their product!,founders,neutral
custom,custom,1107,"Try a pretzel cone, it's right on the Monon!",pretzel cone,positive
custom,custom,79,"The people here are rude,",people,negative
custom,custom,1252,"Cute little hole in the wall place, great food",food,positive
custom,custom,355,Delicious beer.,beer,positive
custom,custom,391,"We had Jeremy as our server this evening -- helpful, friendly & knowledgeable. Thanks for the great service Jeremy :)",Jeremy,positive
custom,custom,816,They'll be doin their crepe thing at Shakespeare at The yelp!,crepe,positive
custom,custom,1416,Enjoying some delish chilli.,chilli,positive
custom,custom,1519,"Very clean, organized store.  Plenty of cashiers.",store,positive
custom,custom,96,Khole suggested the mac and cheese and it was amazing! Def will be back!,mac and cheese,positive
custom,custom,563,"OMahGawd. Cinnamon Bun French Toast. So wrong, yet so right.",Cinnamon Bun French Toast,positive
custom,custom,199,"Well today I started with the shrimp and chicken shrimp rolls, they were great specialy the peanut sauce...them I moved to the soup.",peanut sauce,positive
custom,custom,1261,"If Dana is your server, you are in for a treat! Excellent service!",Dana,positive
custom,custom,1584,"Terrible food, poor service but a lot of TVs   Being generous giving 2 stars.",Being generous giving 2 stars,neutral
custom,custom,1628,Beware as of November 2016 Chulicious is under new ownership and management!!! Please understand the CHU family is no longer involved whatsoever so the great service and delicious food that used to be is not guaranteed.,food,negative
custom,custom,806,Panang curry ftw,Panang curry,positive
custom,custom,822,Love this venue and staff. Top of the line inventory too!,venue,positive
custom,custom,1521,$5 gets you a big hoagie,$5,positive
custom,custom,1189,Sokier is the best Bartender.  Great suggestions and very professional and prompt.  You must ask for her!,Bartender,positive
custom,custom,1558,Comfortable and funky venue for pre-church coffee.,venue,positive
custom,custom,577,OMG the green apple is so yummy,green apple,positive
custom,custom,749,Chai latte is virtually caffeine free,chai latte,positive
custom,custom,1283,"For B vitamin shots, talk to Ellen on Monday, Tuesday or Wednesday.",B vitamin shots,neutral
custom,custom,1642,Try the tar tar and the gin and tonic is the best I've ever had.,gin and tonic,positive
custom,custom,1065,"Charbroiled oysters - amazing! Everything else-um, very industrial. Great service. Blackened catch, tired baked potato, flacid green beans.",Everything else,negative
custom,custom,595,Friendly barista. Local! Good stop on foot.,barista,positive
custom,custom,634,The shrimp on a bun comes loaded with shrimp. Loaded. I am happy.,shrimp on a bun,positive
custom,custom,1671,If you don't mind a little pork fat (aka flavor) try the carnitas.,carnitas,positive
custom,custom,976,"Very well lit, clean, & GREAT selections of fish & seafood!",selections of fish & seafood,positive
custom,custom,231,And TAMALES !!!! The most amazingingly awesome tamales ! $8 for 6 and yum !!,tamales,positive
custom,custom,104,"It is now more of a restaurant then a bar. And I love that! Spanish style food and drink menu, salsa music playing in the background. Great atmosphere. Super clean. Friendly staff.Try the coconut mojitos (garnished with actual mini coconuts!) Or the Passion Fruit Margarita (yum!) New menu. Mainly Everything is Spanish style (rice and beans, tostones, maduros,etc). They have a larger dining area on the 2nd floor and an outdoor patio that's only accessible through the inside of the bar.",Great atmosphere,positive
custom,custom,846,Free steak dinner on your birthday!,birthday,positive
custom,custom,1815,Ask for lettuce and ssamjang with your Bulgogi here.,ssamjang,neutral
custom,custom,1281,Their sangria could use much less ice!,sangria,negative
custom,custom,201,"They have Blueberry Stoli! Also, $10 minimum on credit cards.",$10 minimum on credit cards,neutral
custom,custom,779,"This is my favorite spot to get a chai latte. They're very child friendly, and people friendly. The barristas are knowledgeable and courteous and efficient.",barristas,positive
custom,custom,226,great basic menu choice cooked to perfection. the mushroom chops are awesome,mushroom chops,positive
custom,custom,258,"If you're looking to save some cash, split a burger with a friend (theyre huge) or order the $4 burger snack. They will dress it like any of their signature burgers!",$4 burger snack,positive
custom,custom,329,Great food and superb service! Highly recommend!,service,positive
custom,custom,193,Don't feel like cooking? Try a turkey!,turkey,positive
custom,custom,1391,Slow drive thru although inside it's a bit faster service.,drive thru,negative
custom,custom,1210,3 employees all standing around talking to each other while ignoring customers.,customers,negative
custom,custom,1498,Lunch after the bike ride !,Lunch,neutral
custom,custom,836,the bartenders are so nice! make sure you get the Aussie! throw another shrimp on the barbie!,the Aussie,neutral
custom,custom,1161,"After I posted this tip below, the owner or whoever probably related to this place send me a nasty message. Yes if you want to support people like this, go for it. They do charge the fee and people need to be aware of this. It is illegal and rude. 

=== 


Watch out for your receipt- they over charge people something called "" open food"". This is illegal and they owner shouldn't get away with this.",owner,negative
custom,custom,1241,Make an appointment to guarantee no wait; don't forget to shop for makeup and shampoos and other goodies!,shop,neutral
custom,custom,451,Very good service and food with lots of variety.  Kids eat for free if they are under 8.  Always a great experience.,great experience,positive
custom,custom,980,Diner food! Sliggers have been ordered.,Diner food,neutral
